AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBP
1,1,1,1,3,0,3,0,1,0,0,6,6,6,0,6,0,0,0,6,58,8,28,15,6,22,9,16,10,6,1,1,1,1,0,0.79,6,6,6,6,0
2,2,2,1,12,0,11,0,7,0,0,15,16,14,24,14,3,2,2,7,324,24,243,105,137,64,126,165,99,66,12,5,12,1,3,0.26,40,32,40,15,0
1,1,1,1,5,0,5,0,1,0,0,5,5,5,1,5,0,0,1,4,82,8,43,22,15,32,23,30,19,11,2,2,2,1,1,0.74,7,7,7,5,0
1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,0,0,0,2,42,4,11,6,2,27,4,7,5,2,1,1,1,1,0,2.45,2,2,2,2,0
1,1,1,1,3,0,3,0,1,0,0,9,9,9,1,9,0,0,0,9,82,11,42,22,11,29,14,24,14,10,1,1,1,1,0,0.69,9,9,9,9,0
1,1,1,1,4,0,4,0,1,0,0,9,9,9,1,9,0,0,1,8,86,13,55,28,19,18,23,35,20,15,3,3,3,1,1,0.33,11,11,11,9,0
1,1,1,1,7,0,6,1,1,0,0,9,9,9,1,9,0,0,0,9,117,13,78,34,35,26,38,54,27,27,6,6,6,1,3,0.33,15,15,15,9,0
1,1,1,1,13,0,4,9,1,0,0,1,1,1,0,1,0,0,0,1,64,2,13,10,1,53,8,10,9,1,1,1,1,1,0,4.08,1,1,1,1,0
2,2,2,1,14,0,8,5,4,0,1,11,12,12,6,12,0,1,0,11,293,24,119,45,57,150,56,86,44,42,5,5,5,1,2,1.26,23,23,24,11,0
1,1,1,1,13,0,8,5,1,1,0,10,10,9,1,10,0,0,4,6,207,13,99,36,49,95,37,56,24,32,3,3,3,1,2,0.96,16,16,16,10,0
2,2,2,1,14,0,11,3,2,0,0,9,9,9,5,9,0,0,4,5,196,16,128,49,63,52,57,78,34,44,6,6,7,3,3,0.41,19,19,20,11,1
1,1,1,1,8,0,6,1,1,0,0,6,6,6,5,6,0,0,1,5,101,13,55,28,19,33,30,39,21,18,2,2,2,1,1,0.6,9,9,9,6,0
3,3,3,3,18,0,16,2,1,0,0,3,3,3,7,3,0,0,2,1,101,10,65,22,36,28,36,47,20,27,9,9,9,9,4,0.43,11,11,11,11,0
2,2,2,1,14,0,9,4,1,0,0,7,7,7,2,7,0,0,0,7,143,12,74,28,42,57,40,60,30,30,4,4,4,1,3,0.77,16,16,16,7,0
4,4,4,4,14,0,11,3,1,0,0,3,3,3,6,3,0,0,0,3,94,10,46,18,26,39,36,50,17,33,10,10,10,10,1,0.85,13,13,13,12,0
10,7,12,1,34,1,24,13,1,0,0,1,1,1,0,1,0,0,0,1,64,4,29,5,19,35,16,24,7,17,10,7,12,1,3,1.21,10,7,12,1,0
3,3,3,3,10,0,10,0,1,0,0,3,3,3,4,3,0,0,0,3,74,9,40,16,22,25,30,42,15,27,8,8,8,8,1,0.63,11,11,11,10,0
1,1,1,1,4,0,4,0,1,1,0,10,10,9,8,10,1,1,0,8,93,21,55,23,22,17,29,41,23,18,2,2,2,1,1,0.31,11,11,11,10,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,41,4,7,6,0,30,5,6,6,0,0,0,0,0,0,4.29,0,0,0,0,0
1,1,1,1,7,0,5,1,1,0,0,39,39,39,14,39,17,1,0,21,417,65,240,80,112,112,110,173,76,97,6,6,6,1,2,0.47,61,61,64,39,0
2,2,2,1,10,0,9,0,4,0,0,12,12,11,15,11,5,1,2,3,235,30,171,62,90,36,80,105,59,46,10,10,10,3,2,0.21,25,25,25,14,1
1,1,1,1,11,0,10,0,2,0,0,5,5,4,1,4,2,1,1,0,87,7,57,25,31,24,31,39,23,16,2,2,2,1,1,0.42,7,7,7,5,0
1,1,1,1,9,0,8,1,1,0,0,9,9,9,3,9,1,0,0,8,144,12,101,48,47,32,47,66,34,32,7,7,7,4,4,0.32,16,16,16,12,0
1,1,1,1,9,0,6,2,1,0,2,27,27,27,12,27,4,1,0,22,369,49,211,80,98,112,105,150,68,82,7,7,7,3,2,0.53,44,44,45,29,0
1,1,1,1,2,0,1,1,1,0,0,1,3,3,0,3,0,0,1,2,55,4,13,12,0,38,7,9,9,0,1,1,1,1,0,2.92,1,1,1,1,0
2,2,2,1,15,0,11,3,3,16,5,62,63,47,12,63,15,5,3,40,1186,121,759,196,491,310,340,492,192,300,16,15,20,7,4,0.41,142,141,155,71,0
1,1,1,1,8,0,7,1,2,0,0,10,10,10,5,10,1,1,4,4,144,13,98,41,43,33,52,70,37,33,3,3,3,1,2,0.34,16,16,16,10,0
2,2,2,1,16,0,13,1,3,0,0,14,16,16,5,16,5,10,0,1,301,31,225,74,118,45,77,125,55,70,7,7,7,3,3,0.2,35,35,35,16,1
1,1,1,1,8,0,7,1,1,0,0,3,3,3,5,3,0,0,0,3,78,9,35,20,11,36,21,25,14,11,1,1,1,1,0,1.03,3,3,3,3,0
1,1,1,1,7,0,6,1,4,1,0,34,34,32,15,33,3,3,2,25,408,49,278,98,135,81,125,176,75,101,4,4,5,3,2,0.29,47,47,49,36,1
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,33,2,5,4,0,26,3,4,4,0,0,0,0,0,0,5.2,0,0,0,0,0
5,5,5,3,48,5,28,14,1,0,0,22,22,22,13,22,3,5,0,14,1193,151,681,120,498,361,338,444,101,343,23,23,27,17,5,0.53,117,117,127,67,0
3,3,4,2,36,3,20,12,1,0,0,17,17,17,35,17,3,2,0,12,775,106,395,89,279,275,242,304,88,216,10,10,11,6,4,0.7,64,64,73,40,0
1,1,1,1,14,0,12,2,1,0,0,4,4,4,10,4,0,1,0,3,145,14,70,36,28,64,42,50,23,27,4,4,4,4,2,0.91,7,7,7,7,0
3,2,3,2,11,0,8,2,1,1,1,10,12,11,7,12,0,4,3,5,187,24,108,40,65,62,61,87,38,49,6,6,6,6,3,0.57,31,27,32,22,0
3,3,3,1,8,0,8,0,1,0,0,1,3,3,0,3,1,0,1,1,44,4,13,5,4,27,5,9,5,4,3,3,3,1,1,2.08,3,3,3,1,0
1,1,1,1,7,0,7,0,4,4,3,11,10,7,4,11,2,3,3,3,126,16,89,35,50,21,52,70,38,32,4,4,4,1,3,0.24,17,17,17,11,0
2,2,2,1,10,0,7,2,1,0,0,10,10,10,4,10,0,0,0,10,160,16,87,28,54,58,53,76,29,47,6,6,6,6,2,0.67,24,24,26,17,0
1,1,1,1,8,0,4,4,2,1,3,6,6,5,1,6,0,0,2,4,126,12,57,27,24,57,29,39,24,15,2,2,2,1,1,1,7,7,7,6,0
21,4,21,1,66,0,66,0,1,0,0,2,2,2,1,2,0,0,0,2,171,5,142,13,123,24,86,96,13,83,42,8,42,1,4,0.17,43,9,43,2,0
1,1,1,1,5,0,5,0,1,0,1,4,4,4,1,4,0,0,0,4,75,9,31,14,11,35,14,21,12,9,2,2,2,1,1,1.13,6,6,6,4,0
18,4,18,1,64,0,64,0,1,0,0,2,2,2,1,2,0,0,0,2,163,5,137,13,119,21,88,97,13,84,36,7,36,1,4,0.15,37,8,37,2,0
39,11,39,36,136,0,136,0,1,0,10,10,10,10,2,10,0,7,0,3,3641,23,3612,2276,3417,6,786,898,47,851,211,48,211,211,3,0,393,111,393,362,0
1,1,1,1,5,0,3,1,1,0,0,3,3,3,0,3,0,0,0,3,44,5,17,9,5,22,5,11,7,4,3,3,3,3,2,1.29,5,5,5,5,0
1,1,1,1,14,0,7,6,1,35,0,35,36,1,0,36,31,0,0,5,571,39,281,101,149,251,115,177,80,97,6,6,6,5,2,0.89,65,65,65,43,0
1,1,1,1,6,0,5,0,6,0,0,22,22,22,4,22,0,1,0,21,236,29,162,86,63,53,82,111,75,36,4,4,5,4,1,0.33,26,26,28,25,0
1,1,1,1,4,0,3,1,1,0,0,3,3,3,0,3,0,0,0,3,44,5,13,6,3,26,5,9,6,3,1,1,1,1,0,2,3,3,3,3,0
2,2,2,1,11,0,10,0,1,0,0,4,4,4,3,4,0,0,0,4,101,9,56,25,29,36,39,50,27,23,3,3,3,1,2,0.64,8,8,8,4,0
1,1,1,1,7,0,3,3,1,0,0,2,2,2,2,2,0,0,1,1,50,4,18,12,4,28,11,14,11,3,1,1,1,1,0,1.56,2,2,2,2,0
1,1,1,1,6,0,3,2,3,0,0,7,7,7,2,7,0,1,0,6,88,11,34,15,9,43,12,23,15,8,2,2,2,1,1,1.26,9,9,9,7,1
1,1,1,1,6,0,5,1,1,0,0,4,4,4,2,4,0,0,0,4,69,7,29,13,11,33,13,19,10,9,2,2,3,1,1,1.14,5,5,6,4,0
1,1,1,1,5,0,5,0,2,0,0,10,10,10,4,10,0,0,0,10,108,14,71,35,28,23,35,50,28,22,5,5,6,5,1,0.32,16,16,17,14,0
2,2,4,1,21,0,19,1,5,3,10,16,12,13,17,16,2,3,1,10,473,24,362,105,256,87,223,260,66,194,18,18,27,1,3,0.24,46,39,67,16,0
1,1,1,1,4,0,4,0,1,0,0,3,3,3,2,3,0,0,0,3,54,5,23,12,7,26,12,17,11,6,2,2,2,1,1,1.13,4,4,4,3,0
1,1,1,1,7,0,6,0,2,0,0,10,10,10,8,10,0,0,0,10,122,19,80,35,36,23,44,62,33,29,7,7,8,7,1,0.29,18,18,19,16,0
3,3,3,1,15,0,14,0,1,0,0,2,3,3,3,3,0,0,1,2,75,7,42,21,22,26,28,35,21,14,5,5,5,1,3,0.62,6,6,6,2,0
1,1,1,1,10,0,9,1,6,0,1,22,22,22,2,22,0,0,16,6,213,29,153,54,88,32,64,95,57,38,4,4,4,3,2,0.21,29,29,29,26,0
2,2,4,2,20,1,16,1,1,12,0,12,12,0,0,12,0,4,0,8,322,30,219,85,153,73,138,173,83,90,7,7,20,6,3,0.33,34,34,48,24,0
0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,36,5,7,6,0,24,5,6,6,0,0,0,0,0,0,3.43,0,0,0,0,0
1,1,1,1,7,0,6,1,2,0,0,8,8,8,3,8,0,0,0,8,106,12,61,29,26,36,33,47,25,22,6,6,7,6,1,0.59,13,13,15,13,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,29,4,7,6,0,18,5,6,6,0,0,0,0,0,0,2.57,0,0,0,0,0
2,2,2,1,14,1,12,1,8,0,0,33,33,33,24,33,3,0,2,28,677,80,497,166,277,104,255,365,161,204,8,8,8,4,4,0.21,89,89,94,44,0
1,1,1,1,7,0,5,1,1,0,0,14,14,14,7,14,0,0,1,13,166,20,96,38,41,50,42,60,27,33,5,5,5,1,1,0.52,18,18,18,14,0
2,2,2,1,16,0,10,5,3,0,5,23,23,23,29,23,0,2,0,21,553,50,302,85,191,205,164,223,82,141,12,12,16,6,4,0.68,60,60,68,32,0
2,2,2,1,13,0,13,0,1,0,1,3,3,3,6,3,0,0,0,3,94,7,53,17,30,34,29,37,16,21,5,5,5,1,1,0.64,7,7,7,3,0
1,1,1,1,7,0,6,1,2,0,0,5,5,4,1,4,0,0,0,4,73,5,42,18,18,27,20,28,19,9,2,2,2,1,0,0.64,6,6,6,5,0
2,2,2,1,15,0,10,5,1,2,0,19,19,17,1,19,0,0,0,19,354,26,198,52,121,130,66,105,37,68,6,6,6,4,2,0.66,39,39,41,22,0
1,1,1,1,6,0,2,3,2,0,0,3,6,6,0,6,0,0,2,4,178,8,25,18,4,145,13,18,17,1,1,1,1,1,0,5.8,3,3,3,3,1
1,1,1,1,8,0,5,3,2,1,2,14,16,15,2,16,2,0,5,9,232,27,100,44,43,105,49,70,37,33,3,3,4,1,1,1.05,18,18,19,14,0
1,1,1,1,4,0,4,0,2,0,0,11,11,11,8,11,0,1,0,10,107,20,67,23,35,20,27,40,22,18,1,1,1,1,0,0.3,11,11,11,11,0
1,1,1,1,17,2,15,0,2,0,0,5,5,5,6,5,1,1,0,3,145,25,103,41,69,17,78,86,39,47,2,2,2,1,1,0.17,6,6,6,5,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,26,3,6,5,0,17,4,5,5,0,0,0,0,0,0,2.83,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,3,0,0,0,32,6,9,8,0,17,6,7,7,0,0,0,0,0,0,1.89,0,0,0,0,0
1,1,1,1,6,0,5,0,5,0,0,21,19,18,12,18,4,1,1,12,211,31,162,67,81,18,77,99,58,41,3,3,5,3,1,0.11,24,24,26,23,0
1,1,1,1,3,0,2,0,1,0,0,3,3,3,0,3,0,0,2,1,44,5,17,12,3,22,8,12,10,2,1,1,1,1,0,1.29,3,3,3,3,0
1,1,1,1,5,0,4,1,2,0,0,9,9,8,2,8,2,0,0,6,112,13,50,21,18,49,20,35,20,15,3,3,3,1,1,0.98,13,13,13,9,0
1,1,1,1,4,0,4,0,2,0,0,8,10,10,1,10,0,0,2,8,83,11,49,26,16,23,22,32,22,10,2,2,2,1,1,0.47,9,9,9,8,0
2,2,2,2,6,0,5,1,1,0,2,7,7,7,2,7,0,0,0,7,90,11,51,20,24,28,31,46,18,28,5,5,7,5,2,0.55,14,14,18,14,0
1,1,1,1,3,0,2,0,1,0,0,3,4,4,0,4,0,0,1,3,47,7,16,11,2,24,6,10,8,2,1,1,1,1,0,1.5,3,3,3,3,0
2,2,2,1,14,1,12,1,1,0,0,16,16,16,4,16,1,0,1,14,304,38,227,64,138,39,82,128,47,81,7,7,7,5,4,0.17,39,39,39,25,0
2,2,2,1,11,0,8,2,2,0,1,6,6,6,3,6,1,1,1,3,143,15,72,29,34,56,31,46,24,22,4,4,4,1,2,0.78,12,12,12,6,1
1,1,1,1,17,3,11,3,1,1,0,11,11,10,3,11,0,5,0,6,251,47,154,75,101,50,126,140,75,65,2,2,2,1,1,0.32,12,12,12,11,0
1,1,1,1,2,0,2,0,1,0,0,2,3,3,0,3,0,0,1,2,41,5,14,10,2,22,6,9,7,2,1,1,1,1,0,1.57,2,2,2,2,0
1,1,1,1,11,0,8,2,1,0,0,2,2,2,0,2,0,0,0,2,54,4,25,11,12,25,11,16,11,5,2,2,2,1,1,1,3,3,3,2,0
1,1,1,1,6,0,5,0,2,0,0,4,5,5,0,5,0,0,1,4,50,5,28,14,10,17,13,18,14,4,1,1,1,1,0,0.61,4,4,4,4,0
1,1,1,1,3,0,3,0,1,0,0,3,3,3,0,3,0,0,0,3,38,4,14,6,4,20,4,8,5,3,1,1,1,1,0,1.43,3,3,3,3,0
1,1,1,1,4,0,3,0,1,0,1,6,6,6,3,6,0,0,0,6,71,8,34,17,11,29,16,24,15,9,2,2,2,1,1,0.85,7,7,7,6,0
1,1,1,1,4,0,3,1,1,0,0,5,5,5,0,5,0,0,0,5,53,7,21,10,5,25,8,14,9,5,1,1,1,1,0,1.19,5,5,5,5,0
5,5,7,2,26,1,22,1,1,1,0,15,15,14,4,15,0,13,0,2,465,50,351,58,251,64,169,254,60,194,28,28,41,14,4,0.18,84,84,110,38,0
3,2,4,1,13,1,12,0,1,1,0,3,3,2,0,3,0,0,0,3,65,7,40,8,28,18,21,28,8,20,9,4,10,1,2,0.45,11,6,12,3,0
1,1,1,1,7,0,6,1,1,0,2,3,3,3,2,3,0,0,0,3,56,7,26,12,12,23,14,19,10,9,2,2,2,1,1,0.88,4,4,4,3,0
1,1,2,1,5,0,5,0,1,0,0,7,7,7,3,7,1,1,0,5,84,13,54,24,22,17,21,34,19,15,3,3,5,3,2,0.31,13,13,18,11,0
2,2,3,1,14,1,12,1,1,0,0,3,3,2,1,2,0,1,0,1,64,8,37,15,19,19,18,25,14,11,4,4,6,1,3,0.51,6,6,10,3,0
3,3,3,1,16,2,14,0,1,0,0,1,1,1,0,1,0,0,0,1,47,6,24,10,9,17,13,20,11,9,3,3,3,1,3,0.71,3,3,3,1,0
6,4,6,1,33,2,29,3,1,0,0,2,2,2,1,2,0,0,0,2,96,8,66,13,48,23,29,39,13,26,12,7,12,1,3,0.35,13,8,13,2,0
2,2,2,1,17,0,11,5,1,0,0,13,13,13,6,13,0,5,4,4,320,28,186,88,99,111,102,140,83,57,4,4,4,1,3,0.6,29,29,30,13,1
2,2,2,1,17,0,11,5,1,0,0,12,12,12,1,12,0,7,1,4,275,20,171,92,88,88,101,131,82,49,5,5,5,1,4,0.51,24,24,24,12,0
3,3,3,2,15,1,12,1,1,0,0,12,12,12,12,12,0,5,0,7,264,31,182,49,111,51,98,134,45,89,13,13,13,11,4,0.28,36,36,37,28,0
1,1,1,1,6,0,5,0,1,0,2,3,3,3,2,3,0,0,0,3,92,8,31,16,12,53,17,22,15,7,2,2,2,1,1,1.71,4,4,4,3,0
2,2,3,2,15,1,12,1,1,0,0,11,11,11,11,11,0,4,0,7,254,33,162,46,98,59,88,120,43,77,10,10,10,8,4,0.36,32,32,33,24,0
1,1,1,1,6,0,5,0,1,0,2,3,3,3,2,3,0,0,0,3,90,8,31,16,12,51,17,22,15,7,2,2,2,1,1,1.65,4,4,4,3,0
1,1,1,1,6,0,6,0,1,0,0,3,3,3,3,3,0,0,0,3,56,5,34,17,12,17,21,26,15,11,2,2,2,1,1,0.5,4,4,4,3,0
5,5,6,3,45,3,39,3,2,2,18,16,16,14,10,16,1,9,1,5,874,86,713,198,509,75,385,488,173,315,23,15,23,21,7,0.11,95,85,99,57,0
1,1,1,1,10,0,6,4,1,0,0,3,3,3,3,3,0,0,0,3,76,7,34,20,12,35,24,30,20,10,3,3,3,1,1,1.03,5,5,5,3,0
1,1,1,1,32,1,23,8,1,0,0,1,1,1,0,1,0,0,1,0,68,4,36,20,20,28,29,31,18,13,1,1,1,1,0,0.78,1,1,1,1,0
4,4,6,2,24,1,17,5,2,1,10,20,20,19,11,20,1,8,5,6,651,58,387,104,265,208,199,291,109,182,11,11,23,8,5,0.54,85,85,122,51,0
4,3,4,2,39,3,33,3,1,1,2,8,8,7,6,8,2,0,3,3,400,40,315,107,191,45,174,211,79,132,24,17,26,16,6,0.14,35,28,37,23,0
9,9,10,1,48,1,43,4,1,0,0,1,1,1,0,1,0,0,1,0,82,4,52,17,32,26,41,51,21,30,9,9,10,1,5,0.5,9,9,10,1,0
1,1,1,1,14,2,10,2,1,1,0,7,7,6,2,7,0,3,0,4,160,24,102,53,61,34,83,91,50,41,1,1,1,1,0,0.33,7,7,7,7,0
2,2,2,2,13,1,10,1,1,0,1,4,4,4,9,4,0,0,0,4,105,13,61,28,29,31,36,48,26,22,7,7,8,6,3,0.51,10,10,11,9,0
1,1,1,1,4,0,4,0,3,0,0,10,13,13,1,13,2,0,1,10,93,14,61,26,23,19,24,38,22,16,3,3,3,1,1,0.31,12,12,12,10,0
1,1,1,1,7,0,6,0,2,0,0,4,4,4,0,4,1,0,0,3,61,5,38,17,17,19,16,21,16,5,3,3,3,1,0,0.5,6,6,6,4,0
1,1,1,1,10,0,9,0,2,0,0,33,33,33,21,33,1,12,0,20,468,43,380,126,219,45,187,246,98,148,5,5,5,3,2,0.12,58,58,59,37,1
3,3,3,1,33,3,27,3,6,1,7,38,38,37,32,38,2,19,3,14,1444,177,1102,276,783,166,503,637,244,393,17,17,17,8,4,0.15,129,129,132,55,1
1,1,1,1,3,0,3,0,1,0,0,12,12,12,11,12,0,0,0,12,110,14,73,48,23,23,36,49,37,12,1,1,1,1,0,0.32,12,12,12,12,1
1,1,1,1,17,2,14,0,2,0,8,11,11,11,2,11,0,2,0,9,240,38,169,65,114,33,114,134,69,65,4,4,4,1,3,0.2,17,17,17,11,0
1,1,1,1,3,0,3,0,1,0,0,3,3,3,0,3,0,0,0,3,147,5,20,13,3,122,10,14,11,3,1,1,1,1,0,6.1,3,3,3,3,0
1,1,1,1,17,1,15,0,12,0,0,64,65,65,23,65,4,6,0,55,825,95,688,134,497,51,329,433,185,248,6,6,7,3,3,0.07,101,101,106,76,0
3,3,3,1,31,3,25,2,3,0,9,18,18,18,6,18,0,4,0,14,544,65,421,115,306,59,309,370,134,236,15,15,15,1,4,0.14,61,61,62,18,0
2,2,2,1,40,6,33,0,1,1,21,6,6,5,0,6,0,2,0,4,322,49,249,97,192,24,188,206,89,117,6,6,7,1,4,0.1,14,14,15,6,0
1,1,2,1,9,0,8,0,5,0,1,65,65,65,52,65,0,6,0,59,874,86,748,293,403,40,376,502,223,279,13,13,16,11,4,0.05,124,124,136,92,1
4,4,4,2,24,2,20,1,1,0,9,8,8,8,8,8,0,4,0,4,264,34,203,70,135,27,126,161,67,94,22,22,25,7,7,0.13,32,32,35,16,0
1,1,1,1,3,0,3,0,1,0,2,3,3,3,0,3,0,0,0,3,55,7,22,15,5,26,12,16,13,3,1,1,1,1,0,1.18,3,3,3,3,0
1,1,1,1,9,0,8,0,3,0,2,29,29,29,14,29,4,9,0,16,401,51,312,132,161,38,161,218,115,103,6,6,7,4,3,0.12,51,51,52,40,0
1,1,1,1,7,0,6,0,1,0,6,14,14,14,3,14,1,10,0,3,164,22,123,56,63,19,72,92,49,43,2,2,2,1,1,0.15,17,17,17,14,0
1,1,1,1,13,1,12,0,2,0,4,7,7,7,2,7,1,1,0,5,166,21,121,56,65,24,72,89,47,42,4,4,4,1,3,0.2,13,13,13,7,0
1,1,1,1,4,0,3,0,4,0,1,11,11,11,2,11,0,0,0,11,119,14,64,34,17,41,24,38,27,11,1,1,1,1,0,0.64,11,11,11,11,0
1,1,1,1,3,0,3,0,1,0,2,2,2,2,0,2,0,0,0,2,51,6,19,14,4,26,11,14,12,2,1,1,1,1,0,1.37,2,2,2,2,0
2,2,2,1,17,1,15,0,1,0,0,11,11,11,4,11,0,6,0,5,264,31,211,84,128,22,129,156,82,74,5,5,5,3,3,0.1,23,23,23,13,0
1,1,1,1,10,0,9,0,2,0,20,10,10,10,4,10,0,3,0,7,168,19,130,59,82,19,70,87,57,30,3,3,3,1,3,0.15,13,13,13,10,0
1,1,1,1,3,0,3,0,1,1,1,4,4,3,0,4,1,0,0,3,57,7,25,16,5,25,13,18,14,4,1,1,1,1,0,1,4,4,4,4,0
5,5,5,1,52,7,44,0,2,0,18,5,5,5,1,5,0,1,0,4,349,48,277,104,203,24,202,230,100,130,12,12,12,1,3,0.09,25,25,25,5,0
2,2,2,1,9,0,9,0,2,0,0,14,14,14,7,14,6,1,3,4,206,17,159,56,93,30,89,118,56,62,10,10,13,4,2,0.19,28,28,31,17,0
1,1,1,1,12,0,11,0,1,0,14,7,7,7,5,7,2,0,4,1,157,15,121,54,74,21,87,102,47,55,4,4,5,1,1,0.17,12,12,13,7,0
1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,49,4,22,16,3,23,12,14,12,2,1,1,1,1,0,1.05,2,2,2,2,0
2,2,2,1,12,0,12,0,1,0,0,12,12,12,5,12,1,5,0,6,237,19,191,67,109,29,105,140,60,80,12,10,12,6,2,0.15,34,32,35,17,0
2,2,2,1,13,1,12,0,1,0,13,9,9,9,3,9,0,3,0,6,195,24,148,47,102,24,87,108,41,67,8,8,10,1,2,0.16,18,18,20,9,1
1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,49,4,22,17,2,23,11,14,12,2,1,1,1,1,0,1.05,2,2,2,2,0
1,1,1,1,6,0,6,0,7,0,0,55,55,55,27,55,4,4,0,47,586,81,472,184,221,36,231,323,143,180,13,13,14,3,7,0.08,86,86,88,57,1
1,1,1,1,11,1,10,0,1,0,16,11,11,11,6,11,0,3,0,8,208,28,157,57,99,23,95,115,46,69,5,5,6,1,3,0.15,17,17,18,11,0
2,2,2,1,11,0,10,0,1,7,3,7,7,0,0,7,0,0,0,7,122,10,92,32,53,20,48,67,33,34,4,4,5,4,3,0.22,18,18,20,10,0
1,1,1,1,12,0,9,1,1,0,3,15,15,15,4,15,0,8,0,7,251,33,173,64,109,45,107,135,61,74,5,4,5,3,3,0.26,28,26,28,17,0
2,2,2,1,8,0,8,0,2,25,11,39,37,6,9,31,1,23,1,6,440,38,354,103,223,49,157,228,86,142,11,6,12,4,3,0.14,91,78,98,46,0
1,1,1,1,4,0,4,0,1,0,1,4,4,4,1,4,0,1,0,3,68,8,42,14,26,18,14,20,10,10,2,2,3,1,1,0.43,5,5,6,4,0
1,1,1,1,4,0,4,0,1,0,0,10,10,10,2,10,0,0,0,10,89,14,58,26,19,17,21,34,17,17,2,2,3,1,1,0.29,12,12,13,10,0
1,1,1,1,6,0,6,0,1,0,0,4,4,4,3,4,3,0,0,1,63,6,41,21,15,16,28,35,22,13,3,3,3,1,2,0.39,6,6,6,4,0
5,5,5,4,17,3,14,0,1,0,0,1,1,1,0,1,0,0,0,1,55,6,23,13,11,26,16,22,12,10,5,5,5,4,2,1.13,5,5,5,4,0
1,1,1,1,3,0,3,0,1,0,0,5,6,6,1,6,0,0,1,5,55,8,30,18,7,17,14,21,14,7,2,2,3,1,1,0.57,6,6,7,5,0
2,2,2,1,8,0,8,0,2,0,0,5,5,5,3,5,0,0,0,5,87,9,54,17,22,24,15,31,13,18,3,3,3,1,2,0.44,10,10,10,5,0
1,1,1,1,4,0,4,0,1,0,0,11,11,11,5,11,0,0,0,11,101,14,70,29,27,17,31,45,20,25,2,2,3,1,1,0.24,13,13,14,11,0
1,1,1,1,6,0,4,2,1,0,0,2,2,2,1,2,0,0,1,1,46,4,15,8,4,28,8,11,7,4,2,2,2,1,0,1.87,3,3,3,2,0
1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,1,0,0,1,35,3,11,5,3,22,4,7,4,3,1,1,1,1,0,2,2,2,2,2,0
1,1,1,1,3,0,3,0,1,0,0,9,9,9,1,9,0,0,0,9,79,11,45,20,13,23,14,26,13,13,2,2,2,1,1,0.51,11,11,11,9,0
1,1,1,1,4,0,4,0,1,0,0,13,13,13,2,13,0,0,0,13,117,15,77,33,28,25,28,47,22,25,2,2,2,1,1,0.32,18,18,18,13,0
2,2,3,1,15,0,10,4,1,0,2,4,4,4,2,4,0,0,0,4,106,11,53,18,31,42,24,34,16,18,5,5,6,3,3,0.79,10,10,12,6,0
3,3,3,1,15,3,12,0,1,0,0,3,3,3,1,3,0,0,1,2,82,15,44,11,23,23,18,29,12,17,5,5,5,3,2,0.52,10,10,10,5,0
1,1,1,1,6,0,5,0,1,0,0,9,9,9,1,9,0,1,0,8,106,18,59,25,26,29,27,42,20,22,2,2,2,1,1,0.49,14,14,14,9,0
2,2,2,1,16,3,12,0,1,0,0,2,2,2,0,2,0,0,0,2,68,10,36,21,17,22,23,29,20,9,4,4,4,1,2,0.61,5,5,5,2,0
2,2,2,1,27,0,15,13,1,5,36,5,5,0,4,5,0,0,0,5,292,16,151,79,123,129,98,116,77,39,8,8,8,4,3,0.85,14,14,14,8,0
2,2,3,1,15,0,11,3,4,0,0,39,39,37,19,37,4,20,0,13,682,48,486,142,278,185,248,377,157,220,12,12,15,10,5,0.38,114,114,123,70,0
1,1,1,1,6,0,6,0,1,0,0,2,2,2,0,2,0,0,0,2,45,4,20,9,7,21,8,12,7,5,2,2,2,1,1,1.05,3,3,3,2,0
1,1,1,1,7,0,6,0,9,8,0,55,55,47,0,55,0,8,0,47,323,53,235,25,159,35,66,127,72,55,3,3,3,1,1,0.15,59,59,59,55,1
