AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBP
2.041567661,2.448067946,1,1,4.984131838,1.633348151,10.11151726,7.446126718,1,0,-1.588470514,-3.365399434,22.79300221,37.77826461,17.19408707,15.20317434,0,2.204646981,12.48661447,39.56264258,265.7668649,185.5640933,243.5612742,465.1750509,1276.010599,14.55439658,57.53312187,1231.474987,51.02958374,74.13803375,1.689547868,0.90843516,11.0435883,6.935734423,4.615922306,0.212193109,5,63.41014816,94.04152529,190.6983336,1
1,1,-0.885285274,1,21.42289781,-0.559077053,40.79464151,0,5.884918967,0,12.25080355,19.52976583,57.13078058,5.219200378,0.211289725,28.59820183,0,-0.871941275,0,-2.785032298,217.7727493,189.7674538,263.145038,142.4196655,143.0903573,142.8320727,362.5028315,428.755533,114.0792101,43.22616295,24.73125009,19.08272499,31.10222559,1,7.849165879,-0.764189028,-140.2900743,271.7745363,34.29430168,26.37384272,1
4.558795794,2.662617847,1.076503429,1,11.61203698,0,6.845601097,3.553313494,-4.071926016,0,0.499269267,14.35182996,39.80457649,22.5180338,0,65.11930691,0,0,1.455829325,4.138049458,557.5512741,287.9216302,87.90856607,37.15998762,567.4232525,98.1414181,214.1884973,668.7358498,77.92657666,118.5827828,11.93028156,2.972309785,6.660384287,0.178123007,3.46095056,0.776925914,46.0527264,82.45442059,53.61072134,78.57303551,1
1,0.641357302,0.135721791,1,10.59671171,2.671932348,12.69471624,4.011280573,-0.322886422,0,1.977133367,58.81181295,0.751311311,68.04822742,3.604710003,51.99768518,31.72261537,1,1,34.91911704,217.419764,33.51048884,29.27219102,-54.70274783,275.9508338,26.84371775,34.74691826,164.0958506,362.4033174,24.87244627,8.476867976,8.974179511,13.66314716,13.01125328,-1.595506872,-0.084010715,6.631981064,105.9526729,6.957856823,115.8356363,1
1,1,2.77413671,1,64.92588629,0,11.94001373,4.052441497,1,0,-12.00398241,7.404445759,6.329132381,-0.615166136,-5.880749185,3.400563687,0,-1.203179565,-0.968956471,35.4449957,96.80680493,21.80493618,231.67688,55.55861719,66.23530405,323.6637023,10.25841152,23.02862911,238.5888391,189.2953867,2,6.809800878,18.72470069,1,-0.840712054,0.871226286,148.819147,8.123573312,2.029270653,46.15939381,1
1,1,4,1,5.111822479,3.623224976,31.61897528,3.305364586,0.597025027,3.169195994,1.377624313,44.66255065,54.87113864,32.9658069,0.152050346,3.679834029,0,3.485733942,0,-0.48868783,1355.569542,103.5737017,2583.860822,155.9620335,441.4287819,180.1566031,22.6397432,743.9334368,274.7520059,77.69216829,3.65467474,3,10.43256935,1,3.464215151,-0.355627809,12.87450446,2.194906761,172.4309514,4.677530533,1
1,0.882216404,4.834324584,1.804449025,-1.825968774,0,8.358440651,-0.382814325,6.710093441,1.588816264,1.919254491,48.32813634,72.34715095,19.6063473,8.814191175,62.17587102,-1.464145274,12.22000846,-0.257871983,33.05105752,4277.939997,47.38102734,24.11625909,172.2443918,299.2828328,153.6088902,97.15354035,164.8849678,158.3423253,27.72422197,0,9,5.332824127,7.582701223,0.030713684,-0.13751938,125.7091617,-3.339686586,2.096435298,113.6519223,1
2.269720686,1,1,1,12.90631332,1.219593802,17.47644859,0,6.45929642,1.350479026,5.680404666,11.54223881,35.76475052,-0.594403093,1.796834701,62.64959178,0,0,0,29.81299174,226.6518248,50.67625369,385.8180763,162.5421238,40.72153802,21.10391954,64.56441334,1383.404519,60.23325067,258.0328779,7.916954025,22.70023504,29.27198292,1,2,1.139361931,126.3601969,31.42805748,58.03932685,19.19040908,1
1,1,2,1,5.600095836,1.898290758,19.69957864,0,2.831121601,12.55647704,0,46.26955476,50.37596801,40.86056299,-10.11593164,19.98538139,2.939579093,-0.342582647,7.15185145,14.23204072,1943.226147,18.30844032,74.57062725,379.7998663,99.47581188,72.56015322,86.49978822,218.2300916,63.35654355,2.357981255,7.481781792,6.236712594,2.49364702,2.654780995,-0.443130253,0.770092877,34.47959305,10,75.94248115,2.503779594,1
2.371048321,2.291142426,3.1282965,1,29.20420546,0,29.60840256,4.216080443,16.27724596,4.180233873,0,6.533015691,15.00558072,2.058527964,9,295.5658749,2.086625407,2.242813316,1.838566732,8.080008522,294.4222454,8.229204377,502.3210559,-2.155903006,424.5472107,157.1529322,153.3700773,99.0494408,16.28014457,36.42080257,10.45245274,5.919481461,1.96602093,15.22815949,4.120402958,2.474811563,50.83139682,15.66612707,-12.22723949,32.6812821,1
7.634222155,1,-0.598201254,1,17,1.738525195,-1.171381969,1.612422521,4.375336275,-0.492905666,0,34.51998212,-1.448401175,17.22237201,14.59840268,38.14330889,12.2352784,23.5162313,0,9.348799936,238.8802914,54.44535154,317.290014,3.901982118,88.87775122,133.2393333,-13.4712501,1643.858503,35.95743792,106.7525029,6.085751185,32.43582397,41.47487296,34.4196173,4.925648063,0.226349058,0.389409797,70.91589414,186.0854662,-2.767039929,1
2,3.396632899,0.595515213,1,38.27016846,0,9,0,8.156446798,0,1.594839806,53.00891206,5,34.93012696,20.70797527,27.51256202,-0.460102148,10.48677389,0,-1.5754948,458.9974205,22.27013573,566.7166233,88.63840976,671.2831287,120.2969495,-50.07984751,1205.796551,145.1767115,22.21242269,-23.13738597,97.21135795,0.058302966,1,4.382177674,0.190067842,45.29381792,56.5013836,-2.87438036,46.22425948,1
-0.938772416,0.793393174,0.534930631,1,16.5143815,0,6.88210312,4.321265348,10.5094106,0,0,16.82579561,18.86677102,-1.613131891,19.13388197,11.9336236,0,-0.458278854,2.249850567,2,3439.485729,160.5083063,312.1260265,400.6093677,231.9768339,218.0282388,139.9520433,1367.490198,70.93040916,779.2118689,9.093999755,13.83275455,2,1.915809524,3,0.302305185,52.61203392,-3.070804101,43.33079462,7.151890064,1
2.612345659,0.044054339,3,1,16.98838744,1.554926358,-32.73221706,0.187484267,-0.486049515,3.872008293,0,111.87003,121.5863692,29.43337217,12.68876037,55.42745802,0,12.71726238,0,61.28908521,124.1214687,22.5025718,58.83716921,97.91685981,968.5551075,39.14164701,134.3337729,822.5194937,64.03127569,43.96070555,18.42348117,11.1582945,-0.500157811,1,-0.592271526,1.294755395,51.2455297,3.948127272,26.70470965,18.55031366,1
0.132439868,0.039075215,2.876085034,1,10.21281038,0,22.7006234,5.776518535,1,0,-0.302808891,10.18682031,25.329856,15.7105383,14.09614529,7.788813667,6.891391018,2.530334209,-0.631828786,84.81476864,90.1675575,96.05246298,1597.974208,13.67371655,-1.239091562,95.06322545,208.3014603,170.4502019,12.0783282,-154.2890512,-5.696600277,2.570276783,21.75939148,-0.458087235,4.251089235,2.3772463,181.9521371,84.9236143,118.451499,5.801589501,1
2.024526616,0.486237257,-0.267207211,1,27.97360477,0,10.44980931,3.271416072,6,1.512746999,0,121.8685268,45.63276069,13.25475279,3.896990051,16.78787574,17.99171697,-3.161301559,3.429796218,-2.084141553,278.668459,195.4458641,398.4023392,179.1521173,1464.155754,-13.83394225,120.6952902,54.19473613,9.42985889,22.91636263,50.28583705,18.53427657,8.324012815,5.666950474,1.35078782,0.281567595,13.53828648,5.630149667,-3.609767188,104.6004337,1
2.608664222,2.039628893,2.098499745,1,5.726740132,0,29.39821826,-0.656958414,4.499786478,0,0,11.5340283,43.62502544,8.480404226,10.16675603,20.56144576,0,21.13277925,-2.268239042,39.09972415,473.6518052,73.58046529,401.3745452,27.80509103,4.639607717,92.14699377,332.7708787,440.9109258,78.23213051,262.89919,19.74146293,-0.081717967,-5.30855672,1,6.569667123,-0.098216486,3.40907157,18.19016572,76.66188473,16.68744189,1
1,2.647715827,1,1.023007269,7,0,5.798034833,-1.909179414,7.784655956,25.91347028,-1.308949889,-2.358205563,10.67501802,9.025718617,28.27951065,9.901000421,5.242213212,0,-0.038776154,20.61690324,1973.701569,172.8775435,157.2499968,88.92789427,88.77219611,23.60579964,80.63481973,139.0018974,74.37570499,18.3614783,0.458012695,8.670398608,-2.67563027,9.411698851,-1.534122001,-0.96419794,9.83798105,18.79519765,67.59527162,22.81285938,1
1,-3.576680733,-6.418884656,2.490698368,21.22563979,-2.204131648,10.18175377,-0.031452321,6.112205986,0,-6.634702296,166.8800177,38.90907776,84.95993588,-2.126261596,43.51216482,0.589355176,0,2.985235257,2.548208237,14696.47323,20.43004438,230.0226926,92.42554069,1.188738588,150.4670407,105.5574177,204.156489,51.51765035,63.56269939,29.07336248,4.311505181,70.42681923,1,6.737851337,0.37137337,-1.285569124,216.05644,462.8821877,9.579581318,1
2,2.95869524,1,1,-0.241746106,-0.221151966,8.842028189,-0.597439165,1,-0.266147249,12.63723473,68.52758507,3.126835599,17.87795514,4.710431493,17.64531238,14.99842419,0.764813747,0,50.11010533,821.6481562,13.31129658,49.28684813,72.53959421,1103.648608,188.4621174,444.3671178,258.5892622,29.39527406,269.1322283,4.397211694,5.731143333,4.405443971,1,-1.276221424,-0.854908168,15.41539233,155.8480294,10.22824896,2.685006877,1
0.69304668,-0.703260149,5.347064557,1,6.087265488,0,37.99728227,3.150479312,1,1.296285601,-0.318212359,146.0009119,71.08190606,125.69244,0,7.477604222,-0.176744836,-0.753977808,-0.295063402,47.85953753,348.9431286,26.84159755,1992.762861,326.058617,75.30666724,23.71449302,182.3539981,102.1172202,110.7416187,39.89994216,1,15.89381506,-2.718158358,1,5.997815814,-0.396932551,91.00777527,93.78702313,25.33980554,43.64015008,1
1,2.154761192,2,1,-1.575615465,0,26.53138939,0,19.7889168,0,0,14.60145191,46.88514623,31.50388305,44.28192959,13.62721949,0,1.324512797,6.491860068,11.28699404,248.9288299,111.493591,486.5818773,42.97929734,88.68885984,49.76204695,989.7479903,456.5236487,201.5085005,142.8513664,3.686295923,12.25792164,8.267359851,6.833255846,-1.36017499,0.209832637,7.579068606,18.03559633,477.473702,53.77887712,1
0.046373933,1,-0.33343921,1,12.79162463,1.753357896,14.84379902,1.911951959,2.581088087,6.666585596,-0.948153091,71.42438818,14.63426394,11.59077987,-4.399747181,38.71917007,24.88276961,7.465183138,0,-15.46320672,479.0447894,134.3951131,1040.647364,390.9157436,798.6777129,545.8471575,109.5818239,956.7901243,42.60316833,25.85732787,3.951031572,0.613416913,33.1347922,0.09421585,0.501898496,0.001227975,29.10065335,24.05399408,78.143409,7.35087475,1
4.529174984,3,2,1,42.1786916,0,24.6693054,1.890792483,2.402329343,1.934830786,0,2.142448397,49.77217877,6.60690528,27.43893686,25.2360495,0,1.114236482,-0.258491855,0.41557176,10250.02053,53.62626013,1106.877563,30.15273218,79.52395065,-36.67132009,-39.9687826,621.4136087,91.04846887,9.937632538,11.08452821,31.90213747,3.975689481,4.219799894,2,0.751819627,544.2781653,18.75216102,19.5898256,7.162260209,1
1,1,2.564003901,1,33.75373289,0,15.00733644,0,1,1.228964322,0,-12.29637619,102.7671078,25.26310611,1.456057452,34.41916057,1.96909564,-5.574118417,0,99.48624901,54032.54188,57.95221556,307.2013797,882.0779974,175.062232,5.143923607,343.5343088,133.158364,22.65367979,692.6649074,1.415246886,45.71818924,12.53256945,-16.20100269,4.848010822,0.147995524,4.377483572,41.68810498,47.72571024,0.503320734,1
-0.746464012,1,1,1,26.48749504,1.05660204,14.23322971,-22.49236148,1,2.982748357,1.061691005,16.40878861,40.80922998,19.2720413,11.22679708,-2.147001502,-1.614644075,19.42856144,1.393482314,21.78814214,314.6552186,22.96496406,1098.56044,47.04558964,-15.74444804,78.46116329,48.67382369,1054.707124,48.38998826,505.6098241,-0.460515282,8.367467023,38.61532706,4.242607789,3.57042791,0.102743262,109.66464,290.7168072,44.82362369,64.71279123,1
1,2.397883013,-0.89979404,1,13.05588935,-0.12334488,34.19817827,-0.268212928,-0.32458361,5.803844993,16.36954053,54.05990961,58.24231949,22.97396435,0,6.366513861,0,12.21357619,1.823171036,18.32267672,376.7437942,108.150139,63.7510257,24.04613731,38.83182987,18.88290579,357.9906391,101.1666736,5.536300616,366.2403282,11.33852499,7.149065708,13.52079652,-1.256922385,-0.983812564,0.044451371,30.96386304,90.0621514,20.76285666,78.33965639,1
1,5.920431007,4.102091929,1,8.684338947,0,11,6.684877463,4.059097436,31.68923342,9.587428289,248.8654666,10.10629659,6.021783441,9.96199229,32.24784557,0,-1.946112188,0,71.99285156,1570.262417,40.6057699,89.99600361,98.04728001,943.8687839,38.33245433,315.6313194,-4.659092455,-11.7007493,1309.312956,4.77091013,18.60413418,-3.72910554,3,16.74473979,-0.496698931,32.92989113,96.24169514,26.05750705,29.6061776,1
1,1,1,1,10.08003093,0,24.08932965,0,1,4.397751043,0,28.88083412,46.46552039,4,9.506773961,54.36488461,7.273287695,4.252522322,0,4.939045528,1729.035606,66.6498465,155.7994713,34.67017037,131.7947413,50.45881219,165.8220619,1512.217935,-30.93493277,55.26884259,3.119903662,-1.900912426,2.933194483,20.42994557,7.249839972,27.58286382,298.2179003,-1.903952861,14.46226868,-71.39619109,1
8.624695504,2.654061016,1,1,26.91630203,-0.434275028,11.86878609,7.837063699,5.834323933,1.161554327,0,113.7177779,56.97602741,1.923748368,10.58028396,41.11250383,0,3.199967781,1.844005297,9.418501188,12.90028247,145.4736101,756.3933545,17.79604587,188.8356497,125.6098913,-104.2325404,1807.016026,173.0757582,78.127905,7.942178792,7.260151857,15.92408528,1,-0.753978125,-1.451274638,83.7658259,2.253618451,255.0781894,30.87843555,1
2.395517237,1,2.195478466,6.371250343,14.31403637,0,25.17771427,-0.987761296,-2.758768478,15.26081833,2.936683685,18.81494758,92.03240376,2.613152892,23.19709131,28.88890698,0,1.918248714,0,-0.487623257,125.5576251,28.16274552,146.9286487,70.34006925,109.2690263,170.3422546,1241.29443,101.3803753,534.4882407,267.3544429,-0.14311268,-0.998916365,26.57982026,1,-2.818333435,-2.216809786,94.81886673,-7.659770862,24.59869047,137.247313,1
0.689310003,1,1,1,18.04457968,0,30.05238992,5.149535699,4.629413432,0,-0.256701984,9.121552501,15.0687584,29.96980882,9.936328933,49.86744424,0,1.617735777,1.452130789,1.218929987,24.68100162,215.2258381,2941.913102,119.5813829,30.04454033,22.97300926,1230.345493,326.354771,194.3261274,114.6101167,86.83084139,9.115089902,7.509589207,3.939437367,-0.136841979,0.298953448,323.6932672,12.25703807,26.22866205,8.124436143,1
7.573179026,3.050898528,0.767278223,1,11.86909064,0,7.146529111,1,0.181940039,-0.055551967,0,83.71464981,32.2769213,19.94502258,-0.796796797,28.30680784,6,-9.699825789,0,24.71357858,461.1362614,46.30137025,436.66683,23,1203.042418,15.28368681,234.8976719,239.3241607,67.84674256,98.46723684,8.394288491,63.12607317,5.770415492,1,1,-0.14760912,-35.40887409,76.32833051,35.5972276,-2.873063919,1
2.400336196,1,4.806973106,1,14.72957955,2612.305412,16.15873772,-0.633931458,3.123172053,1.430397795,1.449328041,-3.245607121,11.85844134,6.775465358,3.27877512,3.487354796,1.6280404,-1.773247859,0,29.88105951,-1421.064358,57.01238753,1131.198228,459.0025842,442.7290558,40.86982902,11,376.3252007,33.08835301,296.0083555,3,31.2287826,11.6010757,1,2.582642722,-1.908076189,24.61196539,4.596672027,1.898405239,4.57651825,1
1,4.852758888,3,1,-1.184454575,0,9,0,2.686402593,-1.425930631,0,22.46268895,28.49397722,17.66474997,3.757296895,-3.953068183,-0.687244371,54.08461697,0,1.391450857,785.4474158,34.75995444,2789.273209,-14.79336537,11.32109053,17.74165523,104.9656973,286.7307266,-59.89568526,1144.592302,13.85009345,47.32074247,8.939518152,5.395952962,4.744033545,0.063975194,21.38392894,135.79248,32.32405765,54.64428684,1
2.059912136,1,5.608329011,1.171517695,-3.43404604,1.110116249,-0.872623592,5.08639785,4.251603803,0,0,105.5076699,-13.86663995,6.410160341,2.559749154,-3.994369069,-0.695671907,2.860588295,0,0.347341174,456.1551906,90.71294935,-45.13037463,34.51389661,-37.3985353,107.3791407,63.09167279,-35.81602995,48.2143683,125.9241948,16.71909879,34.88249971,6.158983689,5.868730712,6.144595105,-0.081901571,148.8290996,126.4089379,98.38996561,216.0304294,1
1,4.446166812,0.786302229,1,70.9240332,0,-0.863220242,3.96129341,1,0,0,39.77859825,-1.987723235,18.28122767,-18.25741742,7.030992823,17.09151594,0,-0.470747518,1.83515393,360.3561072,83.23988218,325.8130466,117.8250357,7.975199553,16.21982154,141.3725177,798.067363,6.81119483,372.0650087,9.015485872,8.062519816,-2.08004462,17.75523286,2.327113122,0.354599511,49.92786748,15.65781198,786.1628412,-25.44540659,1
2.851056458,3.781978476,4.214075698,1,15,1.640164077,12.56364693,0,6.626554511,0,0,76.49707209,105.7503688,9.881447022,7.725039684,66.17620564,0,27.30549707,0,14.12778442,202.3443929,-1.506387868,709.2596345,98.69490609,367.414711,19.96520372,383.4266362,256.7669102,454.0754464,56.91210493,33.34760433,2.594951672,23.65886621,1,6.769330997,-0.223146943,43.45842458,305.7004243,213.2784843,15.54479512,1
1,1,6.454875769,1,16.16057157,0,11.41681418,-0.355361849,4.953619342,0,0,-1.918332818,11.57503975,16.38763973,0,6.434425431,15.64449726,17.35050803,2.690369199,30.75055574,83.97791702,-2.113494784,375.8057304,92.95604803,308.2068632,83.63680567,76.57974196,488.5032245,89.53248896,250.8852331,1.944802864,14,22.53850842,1,5.364657201,0.232462786,9.162661645,11.5664012,55.71838314,9.742176119,1
1.31392068,2,1,1,15.13768225,13.23386139,36.56600274,-0.747278634,0.24716531,0,0,15.97629941,42.64717771,55.50320397,24.58766482,179.7280807,0,-0.133074998,-0.880321723,41.10880442,480.8909699,8.852360745,46.41950241,85.86913227,60.99152629,38.14246415,25.43051851,-8.972069727,67.79346262,1.711054541,3.548017075,16.56619109,14.95872772,1,3.322338227,0.22381423,115.8148767,37.65804451,86.24576568,17.80569959,1
0.761677326,1.272864536,1,1,26.19558112,0,3.848331636,7.15060372,1,5.008198875,1.866796433,33.20485662,100.5826194,110.7915207,16.40357012,28.98994038,-4.128055482,1,7.595435707,13.79610713,351.492689,0.685667393,114.0179061,201.115168,20.98668453,525.1755225,37.78594235,107.2370897,251.200606,59.91235632,12.29222492,-0.454965227,27.26183735,6.927879649,10.56175217,-0.344919179,10.1212775,367.3348658,29.46618112,10.0783451,1
2.591235893,2,0.324079234,1,-20.60452052,0.046202504,-62.77998791,1.668964977,3,4,3.663005694,25.93351132,6.730412091,40.42575718,0.470755718,63.44244611,-0.628627199,4.76994016,0,25.6464175,704.8301292,211.1176838,315.9981423,74.0689276,419.4297563,68.9483734,136.02659,929.461738,169.4912924,602.2182832,24.65551444,11.45870773,21.79851408,15.31721849,3.600192705,-0.026434869,218.8826037,56.7122557,-7.006646956,19.07483385,1
1,0.373034242,1.625173045,1,32.26536242,1.509851374,5,-0.071181401,7.90344119,0,3.321386835,28.47384207,26.3005105,75.02140903,-2.861435282,11.35253606,1.174651559,1,-1.100361882,54.88276234,1204.414194,87.64025594,392.1685843,26.16954659,2031.053296,15.74865982,-42.32310091,218.5827122,84.0515103,666.8990835,-9.342899661,12.53610466,16.28483753,1,2.765748577,0.367249014,22.24467792,52.93448638,13.35649736,28.42366176,1
19.23115798,2.947728733,1.879135783,1,14.34875211,-0.849354653,12.47952932,3.352492327,1,5.775548242,0,1.502983979,28.99842444,10.19391322,-1.345235237,110.0735397,0,-2.459512741,1.626484745,21.36969735,1339.757025,29.83730213,352.4282903,409.2772327,412.9067717,15.75523444,769.4812381,331.9656829,271.7176992,94.66807539,23.43173444,2,0.539136266,4.493972518,6.917687824,1.220876436,140.9827023,57.55851233,133.7775476,41.10853568,1
-0.419004398,2.979136908,1,1,21.33299019,1.756728197,8.539980212,1.164635674,-1.902355304,5,2.024493967,4.154420834,-8.697746894,64.17389697,3.384482951,51.79046204,0,0,1.185528691,20.0380626,-228.6166872,23.61117977,228.1813496,55.86703583,255.0731297,6078.567288,422.6530242,277.3879472,32.22131085,687.8669237,-0.099841852,-1.298567838,54.32478259,1,4.621755667,0.070873356,155.4769042,64.84557452,12.72616554,8.145200669,1
1,1,5.852466667,1,10.92700383,6.934532,24.97300588,1.353453762,2,0,1.186991486,7.817365621,184.7318609,42.73494559,0,16.61193422,7.194554164,17.24960413,-0.57223782,66.34329163,869.8250956,23.72733214,112.7732229,64.88069057,-32.05388294,24.03925572,184.6934023,-20.81601706,30.56262218,-91.65539119,242.5132467,-0.089738024,23.53995431,17.07993117,7.009173595,-0.151507044,33.49038008,14.55808365,-13.19783634,97.99649865,1
1,1,1,1,24.9006487,0,12.08103826,1.112890821,2.696892721,0,1.922950387,5.786110014,3.991851298,49.15838533,6.453238561,-2.437940628,4.824513616,15.78264395,0,5.375228617,626.2135393,4.302252657,2128.862022,0.01170574,143.0488983,143.6763317,68.55582812,112.341671,236.9453375,306.5887335,17.8931063,3.449643922,6.266903807,5.835516373,3.905024755,-0.030385819,62.14936011,1.664572462,32.63629993,29.34205948,1
7.726138561,-2.184482032,3.892202903,2.91380396,23.5556508,3.8231117,25.02776519,0,1,0,-0.748110667,17.57799,6.083957876,25.61914718,-8.166081374,301.2759487,-5.545107774,2.361254829,0,3,176.1122573,50.52743126,165.8155317,120.9867326,-88.62506551,1083.784079,48.08953149,1128.044619,386.1233158,32.27966249,211.0932878,10.594013,9.613267203,-1.268398356,1.896097252,0.168021142,137.4526923,157.1279745,18.92163701,27.53092508,1
1,0.825630901,-1.985175194,1,20.86277123,5.655796061,12.78786733,-0.151696251,8.424521774,0,5.290114591,37.89461122,1.996806972,14.06368385,10.60512129,49.85725894,0,1.967611438,13.25851613,4.219510414,465.055781,25.41095253,260.3398967,-110.6195081,78.74135029,19.36446014,763.2851305,119.5313362,81.60591218,4.563608911,24.88270607,5.987570845,10.71906665,14.99690415,5.513622762,0.106494447,8,22.96737985,133.3536356,46.64529047,1
3.676086199,-3.767769353,2,3.123543291,20.83692911,0,9.75971932,0,5.670736352,0,0.313271757,25.4228707,9.733331812,6.16710298,20.81393919,16.33571148,1,0,0,6.207903157,1358.596141,53.64284943,89.08995046,77.22990502,363.3071263,-61.17443286,806.1372527,-320.7863685,341.7138091,-45.77213718,5.711368816,-7.516421844,-6.953842914,9.095561264,0.308763375,0.144432382,23.60230594,125.7510584,157.315601,103.1002042,1
1.658607295,0.576340874,2.964943293,1,12.85337797,3.939760215,6.387570953,-2.852678712,23.86612195,-0.737723344,1.78041923,15.40770407,39.66095271,23.932492,31.22275635,34.05779653,1.189980667,0,0,16.30665301,739.9595413,207.8935945,735.2123684,254.5176386,-141.2488987,145.2174557,829.9274547,145.3713015,471.6773052,-56.39059111,3.644905639,29.26251871,4,10.85146747,2.71819873,0.403548625,26.88202722,36.5043522,46.80554697,56.94257809,1
-1.896871919,2,4.1562456,1,15.28847964,1.310624501,49.70044733,1.441864311,2.568859871,0,0,19.09276628,-3.773598107,0.822766637,-0.269641293,64.77295435,0,0,0,14.22515179,752.7042673,17,628.3734648,43.3516795,1505.734686,285.2495744,470.5225982,534.5151378,23.69802333,328.6793207,2.532740205,30.96948933,16.88092923,1,7.782087558,-0.269477781,16.62269649,358.2354662,6.297999922,1.376437294,1
2,2.332384882,1,1,22.36832478,2.525175571,37.22344804,0,5.876421791,2.23771747,20.12899229,2.84788686,54.34032176,6.050870912,0,37.11267537,0,15.63040885,0,11.02211518,53.96963272,28.9385563,0.886776585,60.40805635,32.41267402,45.29559139,492.9168008,318.3907161,23.82478701,82.39881095,6.542820984,3.242177649,17.68753659,1,1,-0.063416991,37.90534528,53.80434588,27.1378436,6.831422762,1
3,6.951657566,3.943623306,1.44633119,12.04815305,0,-3.981002584,1,14.72386518,4.618410465,-0.935218433,86.9953064,6,66.90564825,36.01063836,20.33532187,1.209195172,1.905184532,0,30.06529343,224.9356554,-14.72945885,483.494552,178.2332055,368.1813518,1440.512262,84.50074568,55.78114685,46.34012558,120.9598917,43.14429503,30.91273604,0.109244028,10.47490614,4,-0.991675561,13.39393558,165.2131288,142.9333899,11.56356694,1
1,2.548033544,1.825958856,1,8.425834559,0,22.1487007,0,1,3.773491792,0,22.26401593,12.72543826,21.61870801,11.68226025,10.77404472,1.692686214,11.66389558,0,21.40736071,139.0600325,107.4240402,775.6469134,62.1995337,61.09558993,162.9868168,2.920294153,560.2664627,160.9010406,134.2336,35.74159295,42.70856604,12.36111326,3.359664524,2,0.116094585,145.994533,8.504892519,150.5628358,87.52965069,1
-0.993713756,1,1,1,3.651657256,1.522120357,30.60780841,-1.417582936,4.901310904,0,1.86366052,82.64245206,54.61977628,16.59195429,18.30134012,64.23537606,5,-0.257731106,-3.030948393,7.642615673,584.3104789,73.42016874,70.29766701,318.9448739,72.7707548,180.7926717,178.7302084,83.98497452,132.4632172,64.78491934,13.64863483,15.2938522,3.195189314,0.266522999,1,-0.524287126,70.04944144,40.82688847,23.5949132,13.41194029,1
1.681053477,3.380628415,1,1.248571082,3.458136617,1.751740711,13.15930106,3.574804712,0.612428366,3.849484059,3.837907804,14.28050357,16.47370661,56.60322766,4,-2.973017591,0,4.495981831,1.715643481,17.52995783,-86.21308153,-6.253019315,112.143713,262.4138045,37.85822104,4.050237979,125.3893962,6.174114243,-44.35548358,211.8403541,4.922430803,-3.264970184,1.656083293,1,2.392251138,0.300526919,76.06050604,105.4036607,232.2931687,-2.291295424,1
6.90073995,1,0.424946374,1,24.29907981,0,4.567729206,1,-0.657882942,5.490465308,0,66.65797511,44.26336921,13.20374296,3,9.238423395,-0.050987426,-0.18370108,11.91211978,58.16755645,200.9695427,-53.15053252,439.6819633,-99.00943637,310.1716768,19.04058832,686.1477339,77.69675186,812.3485599,34.95610736,1.980819481,0.272573646,8.648737165,0.878492884,2.024436264,-0.303001292,119.2848427,-8.410317869,77.05990618,7.283112609,1
1,1,3.480787996,0.856313758,20.50042443,0,5.411483116,0,1,1.826049582,0,-1.037515557,-26.05869237,3.425012985,19.97454963,37.17211986,14.22621993,5.533255282,-1.12931057,6.512167817,1976.223682,22.33192603,382.4952903,26.73458682,884.5399218,-3.013663249,-158.1652418,596.7912006,93.25370679,71.88745214,11.25094189,6.627602551,4.694205648,1,4.549924611,0.189330077,2.099513231,49.16280767,103.3040068,1.745231902,1
0.686082617,3.840839261,1,1,5.674339866,2.091623589,48.31956402,9.429609629,3.592342926,0,2.222518665,34.51031307,65.86184685,14.03563881,0,49.74629104,-2.560372863,14.80039493,-1.816374433,13.55128156,257.7242585,273.8032168,976.1564784,37.40093083,144.2866713,111.5594551,374.682734,202.0884701,123.1940714,267.2956735,1.807352447,13.34084516,11.29190297,1,4.996738948,2.424253117,30.07123778,38.48170812,3.252383231,42.28966347,1
1.342490694,2,2,1,13,0,39.16283558,5.744714594,2.593398874,4.63603114,2.799521986,104.9774662,38.50702728,-2.15831306,5.848886852,27.87883987,0,3.942072231,0,15.06233782,1546.687907,14.15630178,178.1188928,52.85537911,4095.457046,180.8461276,384.1518341,433.8471262,25.60110673,22.19665112,3.067599117,0.241723693,46.38125782,1,4.312602054,-0.358216988,80.82903524,241.6069551,38.31249958,13.38765021,1
